Files already downloaded and verified
Files already downloaded and verified
Classifier output dim:  100
num params: 11789612
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
loss_mse:  tensor(0.1089, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1978, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3543, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3226, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3108, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2514, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2048, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1932, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2533, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1186, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2323, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5282, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6761, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3011, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1955, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2313, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2251, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3394, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2882, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2070, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1720, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2515, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1985, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2470, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2050, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2043, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1898, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2715, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4289, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2200, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2613, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3545, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2081, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6546, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2235, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(3.9829, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4171, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.9692, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2801, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3868, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3739, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2234, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2869, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2864, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4252, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3263, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5144, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4146, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3554, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4119, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3303, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3087, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3151, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1963, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2366, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.8456, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2598, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2698, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1971, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2607, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6193, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3291, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1571, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3015, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2177, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1866, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4201, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3301, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2559, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2669, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3829, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2907, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2795, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2679, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1584, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2504, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3111, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2614, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1808, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4716, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3908, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2964, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4255, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2586, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3178, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2598, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2129, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3423, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2885, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3622, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2849, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2199, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4285, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5522, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2947, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1451, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3914, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2722, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2201, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2319, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2253, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2959, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3255, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1875, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2235, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2244, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4087, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3568, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2549, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3021, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2570, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3276, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1688, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4074, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2172, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1835, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3258, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3755, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5129, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3383, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2823, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2653, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3727, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2302, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2746, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3002, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2875, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2914, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2970, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6020, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1821, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2532, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  10, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.906, TAw acc=  0.0% |
loss_mse:  tensor(0.2526, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1973, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2976, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3478, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2085, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2885, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2089, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1861, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1145, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2401, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2612, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2648, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2380, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1949, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2733, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5957, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2084, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1846, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2070, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2603, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2264, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3277, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2097, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2855, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2457, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2897, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3682, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3619, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2912, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2324, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1792, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1392, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2433, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2415, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3957, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2104, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2569, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1486, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2123, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5817, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4039, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5089, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4274, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2664, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3468, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2709, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(1.9087, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4332, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6413, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2361, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4044, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3410, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2792, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3883, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2194, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4445, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2011, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2893, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3194, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2375, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4221, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2738, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2301, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2509, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2994, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2560, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2336, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3017, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3485, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3515, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(1.0404, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2804, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2785, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3349, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3036, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3797, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3767, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2717, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2791, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3168, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2921, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2392, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4275, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4355, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3277, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2445, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2584, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4004, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2145, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2180, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1743, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1924, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2196, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3319, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2068, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2560, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4100, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3626, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1974, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4042, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3501, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3516, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2949, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2988, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5034, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1802, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3450, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2477, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3389, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3682, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3220, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1597, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2674, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2064, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2718, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3856, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2705, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1776, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3999, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2713, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2609, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3350, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5053, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2472, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1647, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1472, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3651, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2733, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2243, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1391, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2172, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3196, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2775, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5314, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2222, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2541, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2323, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3292, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3445, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2835, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1441, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  11, time= 11.0s | Train: skip eval | Valid: time=  0.3s loss=2.007, TAw acc=  0.0% |
loss_mse:  tensor(0.2872, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4764, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3074, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2514, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2620, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2508, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2625, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3571, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3439, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3594, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2544, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2730, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2192, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2601, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2942, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3516, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1851, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2970, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3451, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3016, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3130, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2221, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3099, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3441, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3187, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(1.2059, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4478, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3236, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2286, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3623, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2602, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3587, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3467, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6588, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1558, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3228, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3492, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.6160, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4181, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3224, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1783, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2461, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3575, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2368, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2561, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2988, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3524, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2594, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.4446, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2854, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2532, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1915, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1613, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2715, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2944, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3003, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2522, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.5289, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2440, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2018, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1998, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2629, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2995, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2879, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2697, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.3435, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1806, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.2551, device='cuda:0', grad_fn=<MulBackward0>)
